Ticker,mean,std,sharpe,correlation
RTX,0.14558833850331948,0.22600856614636258,0.6441717718302625,0.3693824283100252
VRTX,0.2827721094821215,0.2724098493640288,1.0380392270774517,0.36738311975732785
MDLZ,0.07176524181322631,0.19114443115918556,0.37545034076069966,0.3608401823120028
AMT,0.02887490429488374,0.2797569547080524,0.10321425011584391,0.3526838342652552
WMT,0.22664211606318965,0.21275105456365218,1.0652925623707377,0.3520346186161973
CVX,0.04337420680729204,0.2516285587996255,0.1723739428235226,0.35167957123869464
NEE,0.03689105571497367,0.27814068065625175,0.1326345201569653,0.34278462929231657
CB,0.15045036671970596,0.20152100594722927,0.7465741152518027,0.33678837048667304
LLY,0.4181407414719168,0.29401606231095373,1.4221697215633335,0.32999988112316114
PG,0.09081809532228638,0.17477790713138266,0.5196199955296256,0.32305771167315994
PEP,0.025500653859819804,0.17552030835411528,0.14528605891217894,0.3139791213993035
EOG,0.1162771417821027,0.3286648480009271,0.3537863647096653,0.30616183187861257
GILD,0.28893834701555265,0.2391205110390963,1.208337778135273,0.29713426707746876
COP,0.08949291343584415,0.3219612136442792,0.2779617843493438,0.29570446730471783
PFE,-0.16249707030051894,0.23725271061531733,-0.684911333063724,0.2931846155594517
XOM,0.164690973655794,0.26445276683482155,0.6227613937526347,0.2849073149712735
PM,0.24795498897191656,0.20980901491046552,1.1818128457336763,0.28115982227865466
SO,0.1469097795807977,0.19821448547925458,0.7411657085787179,0.2760048327908875
CVS,-0.07187502632252263,0.31193158133765236,-0.23041920287231527,0.27325147360027
AMGN,0.16163636298673328,0.2284491702259371,0.7075375359292148,0.27190929866375996
UNH,0.04159293827895291,0.24903879277233995,0.1670138929599426,0.263491448241216
PGR,0.3690016479515445,0.25543875169529806,1.4445797495585586,0.26133833297629905
CME,0.10768023425771017,0.19648144768955905,0.5480427568298717,0.2521150671699708
DUK,0.09372184332431668,0.18776500094083964,0.4991443711804749,0.25168937030287236
CI,0.16163126158922994,0.2725590378745974,0.5930137663004057,0.2254365760893369
MO,0.15314569096853603,0.201535578228682,0.7598940708858956,0.2205187893365336
T,0.22990839691645118,0.24772366806119142,0.9280840975584956,0.2131800648685541
JNJ,0.02566510842612156,0.1640697065805152,0.15642807536519074,0.2052388056773356
VZ,0.029666963704114233,0.22778709745029965,0.1302398776585105,0.20403371929877487
ABBV,0.1736770802949547,0.22353072608270608,0.7769718433728633,0.18643173901734258
MRK,0.11363134503340803,0.20774452968720983,0.5469763521787884,0.16523261935976577
BMY,0.020200735292638293,0.23478304896558147,0.08604000749474748,0.15715611356802675
