Date,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BDX,BKNG,BLK,BMY,BRK-B,C,CAT,CB,CI,CMCSA,CME,COP,COST,CRM,CSCO,CSX,CVS,CVX,DE,DHR,DIS,DUK,EOG,ETN,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,ITW,JNJ,JPM,KO,LIN,LLY,LOW,MA,MCD,MDLZ,META,MMC,MO,MRK,MS,MSFT,NEE,NFLX,NOW,NVDA,ORCL,PEP,PFE,PG,PGR,PLD,PM,QCOM,RTX,SBUX,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UNH,UPS,V,VRTX,VZ,WFC,WMT,XOM,ZTS,^OEX
2024-03-12,0.0027786314632134435,0.007181248250754946,0.00474249739878041,0.019452344004679434,0.033403576441139116,0.004994754576392424,0.0023762273601777295,0.017728500232410127,0.022027295380976364,0.00428536367231791,-0.012430568675320997,0.019946455814511488,-0.012382021157184231,-0.0009588659311574599,0.011172185028160753,-0.04285936809479174,0.0019504310814284498,-0.007014531452920969,-0.0007822395497223411,0.005368655470445738,0.0007358583780243677,0.0005435349723172944,0.0006967638974013646,0.006776568192280674,0.01078430498676397,0.00487935300867437,-0.008038711658138853,0.004520841474697335,-0.0019957480172286823,0.03192913799294206,0.002026112105184996,-0.0029868115790311345,-0.005783481557814052,-0.009612862529405963,-0.0007236854714224306,-0.006399043616575062,0.0011867473713882415,0.0013356455733375405,-0.008660126598239781,0.0001654586389443491,0.017218934525223828,0.00540351129837191,-0.003186484573600157,0.004894376322323479,0.006028903232071725,0.005230935943529635,0.008128904079605315,-0.005791602064198154,0.031554726216733275,0.00847076727781415,0.01808343156755776,0.027711797754392586,0.004201987356826864,0.00936546834813945,0.008232102996778234,0.004316036709250515,0.004238574034004072,0.028024094194457616,0.009545061696310198,0.00790778630064981,-0.0017300900480220482,-0.00911614699051011,0.033416833705378846,0.0067489354657572775,0.008669163406950897,-0.0008959305257396633,0.0012650019511784016,0.026599332460602643,-0.0124416630779014,0.016890527245723153,0.04337025629378166,0.07157192587586159,0.11749758943093003,-0.0011534459791573415,-0.012689510863123532,0.002352114992030474,0.011182379859747682,0.0033553045753587085,0.002753859867560715,0.01145392240016907,-0.01586436909583777,0.00358423456847623,-0.006162030682776987,0.004523223948226018,0.007874430404305688,-0.007501407707657948,0.0077745406456009025,-0.0036366658495340376,-0.006555035247578278,-0.0012938683737420131,0.0035018627283858184,0.00040884445281430537,0.016995323300236898,0.011976141084522052,-0.004873667594090247,0.0,0.00910839129369756,0.01236410248838693,-0.006420942417770248,-0.011662752664118758,0.014293171650460179
2024-03-13,-0.012122451656262467,-0.005858808698117168,-0.0049684985254443426,-0.0046257752154362786,-0.009652289108121992,-0.0030120015166302805,-0.0018800631372715149,-0.021372061576164225,-0.03930756281626557,-0.0019889451494642385,-0.008962558769927242,0.0066708374081581034,0.00988283513037147,-0.026326009985583432,0.0007186317351544069,-0.01025835504395145,0.003337040794098023,0.00412075842009707,0.0,-0.0043395250414306474,-0.032169008559337686,0.007778146602378078,0.005395954274214576,0.012691338692035314,0.00954414869142739,0.01389774881469541,0.0020837445867205595,0.007393927707451287,0.021996241599157695,-0.0036367818661268148,-0.0050290661568208606,0.0007988848777418234,-0.0010575660180520696,-0.0017283196119569633,0.01316730383484166,0.016637595811003658,0.008889722024080227,0.00035576552361682445,0.005157293575640098,0.014316491958566546,0.00839654646474175,0.01612318058383666,0.011454516377556345,0.008236519548365129,0.009314060136068392,0.010639405695530346,0.01188109386429903,0.0030130287042160475,-0.005460607802426742,-0.04442971415523522,-0.011423957838394783,-0.016461232055934194,-0.0007988279106624363,-0.01007750092608617,0.00811210706698784,0.010247902393849984,0.010232428195086518,0.0038280592413406644,0.017060034398450385,0.005794335238340942,-0.038904473974677,-0.003484741883654663,-0.008364255984749325,0.002652502660903666,0.00696859753005552,-0.004076260850790492,0.026421727646664284,-0.0004333277303830707,0.04181970953019842,-0.0026674164384806742,-0.01605956825952326,-0.011151877099098706,-0.01583820107320555,0.004619016831662659,0.007497207678188511,0.002285089486946834,0.0040212591522219565,-0.009214671774077532,0.006865953949108272,-0.022128384576038163,0.0067815456113073935,-0.008549798422587851,0.008507455092618299,-0.0013530807659088984,-0.004185492675387814,-0.000581419703709507,0.008640062937463888,-0.006580117703092747,0.002504787173447598,-0.04539820808488959,-0.012128230541819773,-0.0027587306316232407,-0.016647798719698126,0.004296993609682609,0.0018184021767553293,0.0032393871812530506,0.00364519743677727,-0.0021170393283257427,0.011170705520121116,-0.028232739395651518,-0.0023731572954144298
2024-03-14,0.010927151427954529,0.007450179873162988,-0.010902128718782378,-0.0013466949928365723,-0.0054048917303027855,-0.02099703911942785,-0.003931133050061542,0.0009472815237523413,-0.03968374143421338,-0.01612364740848915,-0.015616469305814396,0.012403729449981915,-0.008694339519374372,0.0034980254222467533,-0.010502173423377448,-0.006580818025034962,-0.010809338552596026,-0.00682581097830226,0.003302819223523379,-0.020811336385727186,-0.003039031794352498,-0.0034302645719134217,-0.011599734051911503,0.0011712595952264593,-0.006631909558787008,0.0022653880415035577,-0.010628427223048686,0.00022787461903228667,0.01897065666157549,-0.003064532725001734,-0.0044636152587763656,-0.006385977361191952,-0.01985184137950813,0.017847546382052215,0.011761679234415512,0.003642615055662546,-0.008341480748464747,-0.0039112078155998375,-0.0047120380182621435,0.009953546998874518,0.00016658802289559738,-0.02003973409228399,-0.012771126846356284,0.02536056367602213,0.023678485966724505,-0.009431258327702308,-0.009815606236235785,-0.016922729806161385,-0.016624356934840323,-0.011103388660063551,-0.007678483157406379,0.003446584396137764,0.008565916765619352,-0.0117317533023783,-0.01781793481651528,-0.0022264175651771634,-0.002000470721959524,0.0038134610863873597,-0.01123638552966788,0.00813693823822792,-0.003994938940946047,-0.007413679803438988,-0.0075468349606026,-0.0007695145333008746,0.021453325948749047,-0.0072494280726582705,-0.0027980679956284282,0.02437954748736537,0.0,0.005841328225922426,0.003359573338428401,-0.03239158015406718,7.968608230046748e-05,-0.003145864135050025,-0.0031892406313407395,-0.004929303111680383,0.010663723831305871,-0.019350416846384277,-0.014372629997886133,-0.004726928188230395,0.013250985610499866,0.0005458134418026006,-0.008006918118108497,-0.010653480617804023,-0.003502426715270013,-0.010471173453333926,0.005812863806653468,-0.01352622053275554,-0.007495775274795724,-0.04118477639544138,-0.008918144591358868,0.0020492301933003887,-0.0056214428629186575,0.004453824271153373,-0.01072125620156017,-0.012170837187590267,-0.007782786948116405,-0.0008514597154224424,0.017712042514028914,-0.013334809300518446,-0.0007246961349106629
2024-03-15,-0.0021965636942324895,-0.018322278947559,-0.028270983594187227,-0.009544873444347735,-0.13671666067674393,0.003960308674144208,-0.004768738673783579,-0.010460747019484962,0.02138351359032309,-0.009832866858074607,-0.0092877435159755,-0.024223786467438835,-0.002080340175078299,-0.02120785612640197,-0.009116889222199887,0.007618023347000902,-0.007845224658955097,-0.0019394237580359075,-0.027788229347517124,-0.007764629509498855,-0.002857681799687928,0.0034420717888246077,0.00910849495298205,0.014769434042810614,-0.005201295601214073,0.007267334713764173,-0.001167618416933025,-0.008705213938325462,0.0021706433173838136,-0.008634619234965224,-0.029638790752049005,-0.017272498146857385,-0.0016201922720141537,0.012823909348702145,-0.0009634207848397969,0.008310807634592576,-0.015085794350522153,-0.0009815898320264527,-0.003577146978087864,-0.008078248349793093,-0.007959099196079955,0.012833485559553548,-0.007007112719373487,-0.01503397868457701,-0.013417361121601856,-0.0036026607004906452,-0.005435930397288069,0.006824587274959937,-0.012200643678925704,-0.0025731755532544254,-0.037720790798336123,0.0311467338782363,0.007549401450246851,-0.006469554221452123,0.01239557842379213,-0.010247871062207259,-0.012048008950821365,-0.008623276555993264,0.00040869108201002646,-0.00761244726789001,-0.0091930696639686,-0.002959394409706384,-0.015716783315769645,-0.0067391828531158104,-0.009259319893046958,0.008380995416568338,-0.008080774658752898,-0.020695129807298707,0.009069537888807044,-0.011631139409189362,-0.04564525206942771,-0.001216674973091303,7.96797329347676e-05,-0.0007282012878103705,-0.0067542625933765255,-0.0007428452376387895,0.014910708554895624,-0.005932627190128437,0.0034059875794871797,-0.007420528002306304,0.012750479053191155,-0.01680113217339052,-0.004179869317929685,-0.001558498813863718,-0.00958838565024367,0.0023515377483567246,-0.01095004668351085,-0.0012992177402143534,-0.006447182180902455,0.006584660456730784,0.00806360623336988,0.0037218792018480773,-0.003379109923763557,-0.01176630598428463,-0.002642039781030725,-0.007040393793484756,0.002440411320767888,-0.005571864517918801,-0.0017943141467661183,-0.0075339124061398755,-0.008452583954914994
2024-03-18,0.00637248541407609,0.003429199969807506,-0.026409122048223654,-0.005152165333793035,0.04345529437478479,-0.020389370015948316,-0.0009913255968223567,0.01047071145020717,-0.0021459419415288394,0.0075499636829787775,-0.007246151471297924,0.00034398325434925603,0.004006063397233861,0.0014082476172689873,0.01148940028847445,-0.014737316930894306,0.016944141944293722,0.004266732954843588,0.010823107987782965,-0.0028285698078438504,-0.014329357743263493,0.0006860529143826177,0.01770524877806312,0.014208694400712485,0.005267515843136339,0.001647545818042051,0.00818334356109407,0.006390865904855936,0.00183272504101617,0.008144619043144674,0.02099699871808003,0.006948690656519485,0.009196721651293371,0.0021963830947244745,-0.0008999779968991151,0.005007873786713635,0.008299987163954858,0.016971892537937405,0.0024285514311970235,0.006352362349242524,0.002853414808664523,0.006039523016733828,-0.005835165689712207,0.04438362486830516,0.046040402256778634,-0.007334480993961834,-0.00353683293144591,-0.004704433134488206,0.003244856312545563,0.001641683298039709,0.0077854768944525254,-0.009235903082122965,-0.007717650493599737,-0.008977071074253828,0.012401525690544313,0.004174989790807659,-0.004527678134320756,0.011257307524038307,-0.005107694425480758,0.006431024543105401,-0.002006339072871066,0.007915216295009353,0.026606081106409274,0.0027138129507200404,0.014588536072070113,-0.0006583339651553555,-0.0047521791338120956,0.0021612240501915903,0.0014979925685310036,0.020647668952278098,0.01598313650531935,0.0070357694186793385,0.01800225346063211,0.0400825352051184,-0.007874071727388188,-0.001053525877120376,0.007467746486410132,-0.006820704738878414,0.01124452548913224,-0.0016745839139780117,0.00570327865950393,0.009875692418388704,0.004776446404308965,-0.0025070894579201086,0.00525227526164973,0.014662660789559911,-0.013633967770597555,-0.007018830026776168,-0.004078934307286897,0.06254200201423088,-0.019186285815286697,-0.007681095800621485,-0.010953857972984427,0.007101367775030454,0.009051000562459333,0.011142007852802394,0.004520867780499094,0.00296639087883932,0.00925690312580496,-0.010894170392767633,0.00805361503718105
2024-03-19,0.013585071371088997,0.006555066706927626,0.006403343037193476,0.014516756953213639,0.014264619349235508,-0.003556204383351691,0.009427355029342666,0.0030388983278737403,-0.04841330198285032,0.0030639892457391404,0.0036750469073971725,0.00813845829732096,-0.015431005055970837,0.0006224523045921249,0.0032584642921327234,0.007228664803325069,0.0005555641190249094,0.010600712021653136,0.015952294209676365,0.0025616034934006215,0.004070470876207599,0.00820255643465373,0.003922890828600201,0.005683467214297355,0.0032602915569783786,-0.0007372491548264248,-0.0030148507896696763,-0.011558306976543364,0.014634913155571638,0.0008613034649700424,0.003128031233194495,-0.002638593233741937,-0.008845062848246377,0.0063167923015039484,0.0077857683991773285,0.01609094029902347,0.009026932530370457,0.005797075969216525,0.0021066568151795195,0.008658975048590145,0.014092050067725292,0.02089341337234285,0.0020474602619209303,-0.0037716390666969746,-0.0044012319795172505,0.011161236131529861,0.02016622727527695,0.01158764188660344,0.008607712376010657,-0.01545306218885334,0.006599014935725345,-0.005323204023948924,0.005550110841900935,-0.003508508263137755,0.005865124733240412,0.0016630008006273123,0.0013301729350778668,0.013269447013071645,0.018646323907314022,0.010670349916416688,0.01539950319694805,0.013181910340723801,-0.0014890134611570405,-0.0010633087822360388,0.002696118417764737,0.006258164450904102,0.0052295855727066964,0.00980065771973293,0.018281535768164048,0.0038001512480332345,0.0015083549442314048,0.010660935370635283,0.010876284242958834,0.0031530993872841417,-0.003246766541377233,0.0038458267014409575,-0.004457138287100815,-0.0022631845988472232,-0.003671591452983569,-0.01689430839877848,0.014979702741792167,0.006372781086961821,0.011380049299901884,0.005263787926859331,0.007936019172537279,-0.007514299813691228,0.022864146800597673,0.004603128326331252,-0.002544111455031084,-0.014269250195585559,-0.014479125347475197,0.012873460835483241,0.009954467331235728,0.008068945314100961,0.00928583615848555,0.0010017112311899723,-0.013155599516825878,0.00016423481558103248,0.007034665629873205,0.013298974539624364,0.00557080400317278
2024-03-20,0.014709176832010451,-0.018868932667404192,-0.014669494703416275,0.006242154201834049,-0.003933283031842483,0.019838480544802417,0.014705236064672667,0.018476203475612296,-0.009315414278818657,0.004857618416383769,-0.010171485566406901,0.012791359170393646,-0.01186834417453142,0.035075727681884494,0.02805718386501055,0.03665672635542627,0.019983344500647426,-0.009865239767513412,0.020681753566099914,0.01943166041750022,0.0015445275899022004,0.010564346907834699,0.021576607355267896,0.0072055474312249235,0.0001161436377223879,0.004143181721477873,0.0025587488591565233,-0.012664088025908349,-0.00090139637300235,0.01167756248401175,0.015358971439261238,0.008343523401120212,0.017036434487586183,0.011785900494057255,-0.013216663202408108,0.006487645780158147,-0.008118584664804418,0.017029061019670166,0.002837870558419331,0.008504572935833954,0.022610234487085767,0.002709441193732509,0.007764601499466561,0.011898259460183302,0.011630350194146821,0.02009457071091103,0.01317836556941887,0.0107517259903811,0.003206676844650813,0.003567304327165788,0.00803730859616536,-0.00040970901751336,0.00908627642729698,-0.002880787130850937,0.013107119288050306,0.008633635578136456,0.00012857676969990628,0.00010350175368700754,0.015885871532295814,0.008347184432725419,0.005585799475700037,-0.005259305222894639,0.018700549534071076,-0.001112762978563775,0.0035850038523128624,0.013502517760457966,0.033137341832469636,0.009064927551798885,0.01517876438938992,0.011196333918179091,0.014030167626144951,0.010894995247883177,0.0003871119016642943,0.0003493139301573578,0.0025335129641170795,0.0009887626554181406,0.001119216487829311,0.006648432450510944,-0.00042699398260714894,0.021754970028075027,-0.00010537000735622026,0.011027480973935022,0.0002848977864544633,0.004858754333394888,-0.010367303895171376,0.0023295071255200472,0.004673912983703454,-0.004582036623756114,0.002612885369786433,0.025332688257929448,0.01930936178073961,0.001844674857358175,0.010182674028238026,0.006716556685645525,-0.007442260993788197,0.003752708979471553,0.005086897539442248,0.0062428688412892175,-0.000884165960140515,-0.01138986833749811,0.009575595552480998
2024-03-21,-0.040857497331239556,0.006977833949353585,8.964824583723718e-05,-0.09307640271142281,-0.015198240216140246,0.004271242839385847,0.0049652096723324934,0.027991783944113502,-0.0058421135966061355,0.014283234785969823,-0.003545133542711687,0.0,-0.014479928064836,0.05642634704235072,0.005309110178268739,-0.0004260402150109144,0.020680162994053175,0.015765008560320037,0.019371317395839638,0.02955166565349643,-0.005589863204148782,-0.005599448833935261,0.01995677610293045,0.022752097858919074,-0.008510408462764074,-0.00031083168135459527,-0.004872466709103129,0.011562518403680055,0.013124348699317778,0.0024841150194219175,0.00754714978518467,0.006659947500925467,0.006912972595710887,-0.008989745008427086,0.0020059675345356354,0.009110632239027083,0.009655145286588507,0.0020608144867688694,-0.004716565846372145,0.0030230401170419086,0.018430647283537382,0.015580950248290204,-0.012030260213268251,-0.006280020300752254,-0.007664529905499595,0.043483730232468876,0.028069036083448795,0.0009941345673252222,-0.010620847934190492,0.005213241355373377,0.01819729071627596,0.004073049562667519,0.005879054992387278,-6.420244537508335e-05,0.013905021215704583,-0.004609072699126138,-0.0010497982921613414,-0.003364094760595071,0.03587871146457178,0.0012294248983004685,-0.003234440683092088,0.004730487597312427,0.004431166817631116,-0.004940747407016999,0.0035722899945545006,-0.0018570395829706765,0.022441202124417137,0.009735787236710536,-0.013504878788408115,-0.007933821551052822,0.007321896835508879,0.011762427723600366,-0.0017797869972021596,0.003432902448044839,-0.001443927247960164,-0.0008024675152192851,-0.0007290847272760637,0.009246307513641083,-0.015378012281278886,0.018965860226258124,-0.0062204447904905535,-0.010151182028962258,-0.00469891261636568,0.005915216291649816,0.0009059478892914363,-0.0029051750534202503,0.0030339893605499935,0.007033963044015712,-0.0014272831633779237,-0.016167575308454918,0.015354700956051515,-0.005139330814849408,0.0036186645379998605,0.0037678027644370005,0.008735546896405655,0.01046866606928476,0.009598520176143044,0.0032652890987496797,0.004425091016433624,-0.015614888898569212,0.0005047241987847784
2024-03-22,0.005310283784700109,0.005352116541088137,-0.00842974019209397,-0.02182427308462631,-0.022943786770323937,-0.008403773479021881,-0.0053825441453381195,-0.002609049708225619,0.005428706405105066,-0.0028162831171877345,-0.005929685503302529,0.0040415450203241665,0.005180649886851185,0.004057932141842802,-0.013791902086336405,0.006126846957757559,-0.012263344003061283,0.01916228126624664,-0.0063270440370417624,-0.020461706003646385,0.006590437759038448,-0.005268482483958836,-0.008315664503508513,-0.017692674507607364,-0.0031212407615969218,-0.005484466791266129,-0.003497229986808459,-0.00735793252372996,-0.003886324885852943,-0.0104503558921063,-0.002010569727345257,-0.0020048593758357214,-0.013731329615787935,0.002683189304830025,-0.0012915286759147548,0.0030680421687334647,0.0027153210383918935,-0.007112224546594992,-0.0036856854522908655,-0.009835063404267319,0.003359580318938571,-0.00843520630272343,-0.006567284118710104,0.02037122320310969,0.021477111557952178,-0.016654140136848627,-0.012449467663934621,-0.003227747891796362,-0.005523547319629785,0.0035360980308578593,-0.01159230508702147,0.005383242971578772,-0.006177432178407827,-0.0033386404021696903,-0.012257608139477072,0.0003307945757944353,0.004160464671040476,0.00045436143914145966,-0.009578530374750094,-0.014264041603653577,-0.0031742647185288853,0.0026313264915445167,0.003584319252657453,-0.004916512450923838,-0.022515463127083968,0.0018604945950777552,-0.015524678219167143,-0.0014672355704826723,0.006844846689931572,0.00851116507837646,0.0012546001545179486,0.031213464466103735,-0.009456438311618465,-0.00249343698819926,-0.010846029903122223,-0.001235675791592783,0.0006324203137526574,-0.009777491096169988,-0.014316816079429029,-0.00438986385746476,0.013579417311968323,-0.010364456720657778,-0.0014305805912178116,-0.021981202447307835,-0.0025176129227415522,-0.010489479235568533,0.003024734153707076,-0.001780393992269702,-0.001988360222526353,-0.01151490226146512,-0.0006373749277807095,-0.0032947217105311344,0.00611640980286543,-0.024485982832335385,-0.00012024679222599755,-0.0041934655628742545,-0.01244589318418754,-0.009438606545999706,0.0,0.0034456545749612655,0.0006335428524246733
2024-03-25,-0.00830043672598868,0.0004483396853292021,-0.005064569333829594,-0.01090372223446845,0.015434861751739026,-0.014882946159923027,-0.013771660434960031,-0.008513686558013767,-0.005677645690651101,0.016837357907072192,0.014367997617185102,0.004696213001679439,0.003590822767616464,-0.0013964406804536367,0.0003097744948190595,0.013555718696617536,-0.005128125594448862,-0.018598978931509635,0.0006096885949451458,-0.010450661150680385,0.006162103752232362,-0.004081614798029709,0.002137454805947847,-0.006031519396714868,0.00039144453044026584,0.01071686932722371,-0.002339699717200716,0.0032168276556672204,0.02600993682488828,-0.005225989184216018,-0.005556014180711943,-0.002008728812440519,-0.01365452650035337,0.00637100969510751,0.0117030175566879,-0.0020809406218186277,-0.027472478564500857,0.030119972410910023,0.0024309505918904684,0.019304670863582007,-0.01484616918714099,-0.009477465191702006,-0.00041300626557028153,-0.004085252291754604,-0.004642841744147308,-0.004621193470710772,-0.01734651674055021,-0.011209106022676218,-0.010742088310099818,-0.01738313642725231,-0.007223416993617726,-0.005988823877172034,-0.010422238788885263,-6.442164831155228e-05,-0.009154684059889062,-0.0014878576835144486,-0.0028617376118630355,0.0032831179863350712,-0.01740821890107158,-0.011688527832461881,-0.014188160804907146,-0.021408939569266816,-0.01287339004555843,-0.0065549655731371725,0.006514674870575776,0.011788437719780998,-0.008809152321514246,-0.013714607689607639,0.013434798232014433,-0.0008757627815104696,0.0006329396356292705,0.007561806188923548,-0.013381310315710992,0.003371746881590587,0.0025585144614295174,-0.009093144134139641,0.0015555974479934953,-0.011584498463999227,0.002971053595827833,-0.01516750725224092,0.0009420701142048848,-0.000440914103256862,-0.0005729163250391966,-0.0015507953327955626,-0.004509024731246036,0.008244982490689168,-0.013067966045812729,-0.016344037162521863,0.0031753439618751322,0.010536808713131895,-0.009450314798293502,-0.008549812335234996,0.0019196693626704064,-0.007237172868975628,0.0008901388488853357,0.012385524609144882,-0.007001601333320506,-0.0049284475999993305,0.010221163066186367,-0.006453391890688831,-0.0032063754516673537
